country,year,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,co2
1.0,-3.6067281746696994e-16,0.00018798588610092175,0.002312908770716606,0.0210992383432976,0.06546275958660186,0.034480569375690565,0.02348616180985002,0.05426435881018327,-0.03873599371729116,0.04759173983914114,0.07148281892396605,0.05245450255667719,-0.07178155067069758,0.03063687282800672,-0.0762992821843725,-0.013523437538940758,0.0006512998952799787,0.1046716071183981,-0.03017869209808317,0.04744518207817059,0.055600383465495604,0.04019647568131265,0.05240881601725924,0.024111673352030273,0.04337655743242527,0.04622535276845928,0.06879598482681483,0.05921856758975324,0.02359602869940532,0.05669017842476567,0.0445270606218094,0.021834040721484465,0.035853669051034945,0.05494179994114136,0.048609830139076264,0.052494420498213866,0.03107517299059316,0.052967572241472714,0.024946852591754658,0.04361291911124493,0.04741054809160841,0.07107211119295032,0.05985515976174077,0.024077278518207953,0.09742419796053528,-0.052044483696602285,0.10063115876724012,-0.015824199113440674,0.10065978430732682,-0.07460838762273846,0.08994492140837382,-0.07284067563513649,0.019408976535163387,0.06062016759508332,0.09430755764411557,0.05439858447989254,0.13747509091544416,0.04379894102522933
-3.6067281746696994e-16,1.0,-0.021184287512267967,-0.0022255780921824394,0.03730001561443363,0.031085121750365607,0.020931227288248092,-0.0035196992479683965,0.02766844983364053,-0.022135830641216703,0.027963935872864318,0.008972681360398528,0.006083198600140088,-0.04230585460848485,0.019087630010381187,-0.03364199172857878,-0.11332548686279627,-0.07623050391390451,-0.1230751787714833,-0.02385702776534009,0.005330832619345916,-0.021147151198907782,-0.10619103898768296,0.02910649587693096,0.049035399261105166,0.023606163736740574,0.03417861113529568,0.043509696146135014,0.028499767155539278,0.050681754986938506,0.018656416561244962,-0.002887988212533243,-0.0034319509039930354,-0.00328158103341208,-0.0008518063899934447,-0.00371050051082376,-0.002672521129861225,-0.0034909973461994988,-0.0019330857556557005,-0.004752562495901532,-0.0029282191937265757,0.0004409759339006615,-7.964586475638773e-05,-0.0013745416006010144,0.003764446166463406,-0.00934715844749698,-0.044675793849954654,-0.008523280684768144,-0.06202547630356273,-0.012962750854918076,-0.05734161483399951,-0.01241537813185149,-0.05332277408996545,0.010868745477870518,0.022758570766116974,0.012434633318954542,0.005578410687263415,-0.12882394408143993,0.018911730928332957
0.00018798588610092175,-0.021184287512267967,1.0,0.0686302873199237,0.013983113529359279,0.511589688400739,0.04636186382224248,0.376588854104853,0.04250436216130368,0.2601495908290677,0.09878902717728287,0.7201642077955687,0.07637010104683595,0.7481319673759759,0.042299911882174655,0.22661117102629116,-0.02910849193376367,-0.021602834640007403,0.41528588683197876,0.1018667963303447,0.07107292434516756,0.7088198893628999,0.33810568408731545,0.10363176502405029,0.04957042873498303,0.10365895855955727,0.04728645953873325,0.1173768469497838,0.09975414773726665,0.06138162162798512,-0.19791568374815152,0.06886510151930712,0.013414322845964213,0.04857501683122658,0.04040782721948248,0.09934076597276119,0.07670016719956638,0.038104077576721886,0.10678214495179493,0.05317907621520422,0.10627872853771354,0.04403012463226887,0.12168818365536507,0.10255564480419996,0.0579238797057437,0.024214614680587908,0.5805131276814438,0.02942258656589307,0.6950861600750828,0.010052358139900719,0.207567871300071,0.0046138913317678686,0.013949375389044892,-0.011936609010516767,0.059224642797472665,0.04803842167506662,0.781680574108908,0.39522035016461565,0.06718808140577219
0.002312908770716606,-0.0022255780921824394,0.0686302873199237,1.0,-0.44367134715715245,-0.06910176919985161,-0.3495110583460603,-0.007641247316530654,-0.12442380476504232,0.00016709125797032426,0.030479452308157826,0.03658436054682311,0.012329306442870868,0.08612195963313703,-0.3143988336077031,0.06598961311802154,-0.037245893865791635,-0.47338374211494344,-0.14228189246980827,-0.09308469617499225,-0.09557603310239043,0.1515154654904323,-0.08779314015541362,0.11188827829276016,-0.18145250333133106,0.10550145311875557,-0.08968318451649908,0.13218445108376184,0.13970357035120373,-0.3043867056364582,0.1327942700796025,-0.15852278236345665,-0.44183287860658377,-0.3350086046938604,-0.12388217453391437,0.03902507560302723,0.015590046044756813,-0.30813386174818475,0.12187780072800064,-0.16663446986641012,0.11592648590257379,-0.08843796817565039,0.14337528528344023,0.14723302695895507,-0.31275576433437235,-0.0524263901028106,0.011214286443892007,-0.05756055656589054,0.01088863696602689,-0.041900660609989746,-0.0036103404748145584,-0.044863529917867795,0.010657604036817958,-0.23790178060431566,-0.03821243267914178,-0.0028915101574169253,0.046908747998404096,-0.042704090182290384,-0.16899045188540399
0.0210992383432976,0.03730001561443363,0.013983113529359279,-0.44367134715715245,1.0,0.15250245615799196,0.9816885534749085,0.13589032464807926,0.8277886421601693,-0.029143337430126166,0.8006735934499646,-0.015012661135358788,0.8309350039928493,-0.045395917797245944,0.9592244709760208,-0.09158396630814108,-0.0038609144257687905,0.5105947649986681,0.08821310944747843,0.07960968346342141,0.8825502527911303,-0.006209706457849981,0.06846606560250126,0.7654411844586572,0.9447526062952155,0.7698784215546504,0.8275442451386371,0.7016430657976722,0.7419558778329289,0.9363760504875586,-0.10878569481835934,0.9111697705759846,0.9762449052223067,0.9630095405840254,0.8118831868004016,0.7803781870514159,0.8230156313989803,0.9410525666823941,0.7460474253667139,0.9179099803723059,0.7505590557934585,0.8091894407780439,0.6822446515290647,0.7255886176521507,0.916762525298219,0.6297099264832381,-0.02338110813390709,0.6324158569961194,-0.02193306210221157,0.6118858543811373,-0.03610576777564166,0.6202170544001236,-0.03282560043026345,0.8364223563756109,0.37200931360680256,0.6854001305417511,-0.0313891168264113,0.007239094137704696,0.9303857572633036
0.06546275958660186,0.031085121750365607,0.511589688400739,-0.06910176919985161,0.15250245615799196,1.0,0.14394571610406595,0.19963941177550504,0.059981854246372916,0.08842077765168194,0.10289518795313737,0.4651971213650004,0.09967494846003007,0.247877154891363,0.14189242994974188,0.16515631703567613,-0.03532529399154056,0.0737805073356803,0.2319692450822137,0.04785762733912201,0.11352806032671446,0.5739712765524206,0.24162557473378457,0.09494589926016662,0.1363745396544435,0.10094552684460036,0.07781710433862037,0.08140303201685807,0.08452227597867137,0.15259246227383932,-0.10204896061419425,0.12301907257131091,0.1430819089732579,0.1382733033149959,0.054029206928056905,0.0969204341612272,0.09851574168656127,0.13186111108143558,0.09285465169784973,0.1285783563047345,0.09805627024384679,0.06989665436529593,0.0775357482576322,0.08301129013057837,0.1405567337329678,0.05857434776658029,0.36341438176457735,0.06393995979627284,0.47234410236436825,0.03889787672659754,0.05686402829080042,0.03838708569173825,-0.027378830685201958,0.06040599959971561,0.07536530020480506,0.08007224950584219,0.5017925245811138,0.19140762268971517,0.12659334869592517
0.034480569375690565,0.020931227288248092,0.04636186382224248,-0.3495110583460603,0.9816885534749085,0.14394571610406595,1.0,0.1867142839677537,0.8527873799195348,-0.027515228558393136,0.8574931507519337,-0.0025262608399055546,0.891328550895133,-0.028527649546886108,0.9811300205626393,-0.06030543488250508,-0.008432884275391137,0.515754898035648,0.10185741734798953,0.08020068375748189,0.9352131861538175,0.036140914129688985,0.08788696161817684,0.8412227621469345,0.9574524254818526,0.8471763520077129,0.8467112682626831,0.7797009870162087,0.8185289921630906,0.9554924563235108,-0.1107760319770878,0.9581080553122859,0.9733975549444791,0.9901118836052758,0.8463348123315093,0.8489676613051477,0.8862682658322103,0.9715112594731259,0.8339222751365113,0.9531842447105562,0.8381375442264823,0.8399514287372281,0.7779039601032897,0.8136049129889474,0.9541550441097694,0.6791100749904463,-0.012992944795180143,0.6824145477049782,-0.00812121684904852,0.6596623568837733,-0.03500306101767559,0.6676920188274955,-0.02925109469016266,0.8430270311274523,0.3850516011415941,0.7268812260624377,-0.019754579944876758,0.013786510087528299,0.9693679530514004
0.02348616180985002,-0.0035196992479683965,0.376588854104853,-0.007641247316530654,0.13589032464807926,0.19963941177550504,0.1867142839677537,1.0,0.11833015337208137,0.010601074717748534,0.17291615438538602,0.04009264046951541,0.16668939615365497,0.0745574840854425,0.16930981795013328,0.40114228694519694,-0.011494768342764177,0.05134544280621904,0.3665479282498665,0.2550050088405196,0.17753339347288385,0.3685179147619571,0.3690944043233355,0.19956285724326278,0.16338148390475496,0.21426829061864397,0.09909713052165317,0.18795264820346605,0.18084316839983203,0.19240300769745525,-0.1619575353645651,0.18353402158968654,0.13476736149068047,0.18791494228750552,0.11842649790687367,0.17588020680951913,0.1672764522688383,0.16234164643114482,0.20525859035893818,0.1685848711441045,0.2176890468111929,0.0974654766134308,0.1975500224324533,0.18643863799587249,0.189811437813796,0.08694706042101631,0.1902844217293419,0.09430449599473831,0.2633865938912431,0.06283285308125455,0.006962584796642607,0.0669305252308454,0.13649253176952686,0.07212806913806964,0.11837792036679831,0.11616861226474463,0.22655476321146542,0.18850983975719066,0.18164759913995243
0.05426435881018327,0.02766844983364053,0.04250436216130368,-0.12442380476504232,0.8277886421601693,0.059981854246372916,0.8527873799195348,0.11833015337208137,1.0,0.007966293774342938,0.9482028276153748,0.017816537499255852,0.9380267909466834,-0.023683862378506552,0.831166361968627,-0.1351641054429296,-0.01690171888909717,0.36599361910279954,0.062325668921187405,0.06816197291385616,0.9183704279883652,0.024303442129055792,0.025570265302905144,0.9016364523974342,0.9073204884913219,0.8721163394884345,0.9838429277058539,0.8995267820542062,0.911892715110209,0.794653859668379,-0.12434045539985442,0.9238118397053131,0.8314714461376188,0.8535242220028536,0.9913753013764747,0.9369356322399298,0.93291751669939,0.8274525217016778,0.8902993211939382,0.9088298856398712,0.8611195023517917,0.9741342734678686,0.8885812364665786,0.9013762488932305,0.7913241766751812,0.7045079483124582,-0.013789163252591375,0.7017091573921559,-0.015940203353355747,0.7117586737000532,-0.027632351528366583,0.7064103341467948,-0.031070766213736476,0.7896217082331383,0.3645075995291324,0.7740956062542235,-0.030321936750726846,-0.0051926729082868205,0.9305675276863291
-0.03873599371729116,-0.022135830641216703,0.2601495908290677,0.00016709125797032426,-0.029143337430126166,0.08842077765168194,-0.027515228558393136,0.010601074717748534,0.007966293774342938,1.0,-0.018091083243411764,0.2768230602229502,-0.024314106914108045,0.05473558599603891,-0.025285696565113296,0.02855981355797819,0.13276471316045144,-0.015130981474830212,0.12402423793362866,0.21532585566770968,-0.025153346777762108,0.146935942013251,0.034906599384565556,-0.021917287852857573,-0.02951005935872777,-0.024019094502830116,-0.0038241713506683922,-0.015021113703097475,-0.020956807541448286,-0.024717463686988628,-0.09588854874816073,-0.02557629277753942,-0.030425087613781213,-0.027640929297332827,0.006174851491926415,-0.019906047602668446,-0.024486710418959383,-0.02546140083935865,-0.02252772207528501,-0.030968020245608307,-0.024116050352090496,-0.007543003857883489,-0.016775794659999146,-0.021678981973530347,-0.02583861841294083,-0.011981137570412692,0.36746081553831866,-0.011725059841964336,0.3808124430754309,-0.010518130312847238,0.40022244023306924,-0.015108980190762237,-0.020282633936978687,-0.025370830159527007,-0.009082248701543413,-0.013965267848490372,0.22100698488746406,0.05802711825348326,-0.025169928941273956
0.04759173983914114,0.027963935872864318,0.09878902717728287,0.030479452308157826,0.8006735934499646,0.10289518795313737,0.8574931507519337,0.17291615438538602,0.9482028276153748,-0.018091083243411764,1.0,0.05608651069072037,0.9736531759770483,0.007498654615413925,0.8554941805359232,-0.07845786021006021,-0.03134293115385092,0.3019288562345554,0.06878553301900454,0.036180032334609265,0.9510848598294984,0.10396799385834365,0.051610094374640134,0.9806243948128964,0.9307763876064074,0.9615818530878754,0.9463348038222409,0.9758925098861702,0.9817036104644712,0.8401406971358397,-0.10688570060839288,0.9469707702549526,0.8015091598352945,0.858904963075388,0.9392516002661974,0.9900703058194197,0.9685934583434778,0.8504795323960431,0.9707000447760464,0.9334083909053638,0.9517762381287027,0.9348479532695937,0.967923576867053,0.9722494358237552,0.8354029229477228,0.6687249731091987,0.00034291120341267174,0.6687943360510776,0.007422361032432067,0.6698929304161115,-0.027246557383726153,0.6644726722417594,-0.03131335222020339,0.7512593932060433,0.3716317323080346,0.7573398830291512,0.005612653403331206,0.007151098399777123,0.953131430337706
0.07148281892396605,0.008972681360398528,0.7201642077955687,0.03658436054682311,-0.015012661135358788,0.4651971213650004,-0.0025262608399055546,0.04009264046951541,0.017816537499255852,0.2768230602229502,0.05608651069072037,1.0,0.024377241052814972,0.20091369974949463,0.0018581813356635987,0.08912952491645067,-0.006177834356663743,-0.026625280179715778,0.3697409114454293,-0.022115130494173504,0.017945908469237645,0.5924125731849914,0.21476257024577922,0.04421050077363445,0.009027694558542671,0.040344719127135505,0.027489473196980023,0.06524876171319625,0.04267958226475488,0.01148889921580613,-0.19702687387975204,0.018045431997041478,-0.016966143896059518,-0.0016188542208586804,0.01509365200725681,0.05409588187113187,0.02421674659817012,0.00044457623723519353,0.044416723294824496,0.008356609229710448,0.040882198791715695,0.023525609979378255,0.0643970897936552,0.042539203842529225,0.009269306348008457,0.0013432960162148562,0.5777851038040419,0.004070018379107662,0.6710906668048642,2.0640775783455012e-05,0.28524268878011605,-0.009415966124752395,-0.010039749413497702,-0.019829801568754,0.02038749219686325,0.015773203087102648,0.7342685775208493,0.4139154266506394,0.017770565698266346
0.05245450255667719,0.006083198600140088,0.07637010104683595,0.012329306442870868,0.8309350039928493,0.09967494846003007,0.891328550895133,0.16668939615365497,0.9380267909466834,-0.024314106914108045,0.9736531759770483,0.024377241052814972,1.0,0.004301677425035901,0.879301116417366,-0.0924328165581522,-0.023825447461877886,0.38309950292083067,0.0572811862115849,0.04584325081992445,0.9740521522195825,0.08671876143756102,0.04507499436602973,0.9652230637133012,0.9295279534392646,0.9471603199815644,0.9441895020490699,0.9349721385964792,0.9739782560408562,0.8429555982232944,-0.09792784198376117,0.9769747881542307,0.8513668773757063,0.9038868217283127,0.9417391268755392,0.9775839137525201,0.9988282409334505,0.8846690185141862,0.9695497016682736,0.9555828909415256,0.948940971583366,0.9495754400548492,0.9471507493794905,0.9791530982825714,0.8602322719438426,0.7307575551916505,-0.005585286350086556,0.7294571108594484,-0.0014548700016143354,0.7277838162846232,-0.0354533264837018,0.7289284718014754,-0.029889582307445196,0.8085900642346682,0.38116354834417054,0.790601918791198,-0.00611257484558323,-0.0024751270486067264,0.9732368045713733
-0.07178155067069758,-0.04230585460848485,0.7481319673759759,0.08612195963313703,-0.045395917797245944,0.247877154891363,-0.028527649546886108,0.0745574840854425,-0.023683862378506552,0.05473558599603891,0.007498654615413925,0.20091369974949463,0.004301677425035901,1.0,-0.029433737859661253,0.07431800209477733,-0.04288616621670174,-0.043006875794873306,0.14093966256565998,0.043622797679648224,-0.002738020162441228,0.3901910899703083,0.16615978534367967,0.01449921579146256,-0.02469566309264631,0.011180924921076085,-0.014763257009923553,0.023504628468514217,0.01912434731165687,-0.019756131577105075,-0.058241671745284336,-0.010762416906170313,-0.04376697130051432,-0.026082238719177572,-0.024099257482384777,0.009550498061367587,0.004744017935569388,-0.03068073778037749,0.01676878692421183,-0.020497122255484036,0.013631482086102402,-0.01449965853600811,0.027203451981144985,0.021171161867490646,-0.02110083975304407,-0.01258767869073524,0.2782095564838421,-0.010406466194422492,0.3328518904772076,-0.022664181335255093,0.0357803255356642,-0.023941724328416195,-0.03214398104784791,-0.04793278342099525,0.010872589618530331,-0.0038595088388072452,0.44762813526675466,0.15959144930370933,-0.012357503687734401
0.03063687282800672,0.019087630010381187,0.042299911882174655,-0.3143988336077031,0.9592244709760208,0.14189242994974188,0.9811300205626393,0.16930981795013328,0.831166361968627,-0.025285696565113296,0.8554941805359232,0.0018581813356635987,0.879301116417366,-0.029433737859661253,1.0,-0.03717132857966292,-0.008221788857333847,0.47547839627337335,0.09388327054686031,0.06823286966693619,0.92308949325527,0.029230361272002563,0.08121337198235135,0.8554329690145507,0.9579826352317788,0.8709678202869932,0.8158581759394042,0.7888959449857608,0.8226801918808149,0.9761520466157915,-0.10476057819493768,0.9468932314409422,0.9576266518487477,0.9769023870530826,0.8263098387947626,0.8480553914093405,0.8746724555805949,0.9923405343027895,0.8476108417229755,0.9563156041960301,0.8615989890930389,0.8102960562419377,0.7854177936123818,0.8171933271633379,0.9767094267627165,0.6623347740419187,-0.02020308752071626,0.6654674963499301,-0.02027002504172104,0.6440787126781168,-0.03234537358959715,0.6521192984544856,-0.033984465189525984,0.8064601365210413,0.3687190788080291,0.7283697416481254,-0.028977300791631515,0.008297284651097992,0.9554909400815608
-0.0762992821843725,-0.03364199172857878,0.22661117102629116,0.06598961311802154,-0.09158396630814108,0.16515631703567613,-0.06030543488250508,0.40114228694519694,-0.1351641054429296,0.02855981355797819,-0.07845786021006021,0.08912952491645067,-0.0924328165581522,0.07431800209477733,-0.03717132857966292,1.0,-0.026893001706503973,-0.08027044073003062,0.14460048135734735,0.07834768195407434,-0.07423727094667239,0.3145156630077366,0.20471595593018943,-0.03865762252571321,-0.07317785047792282,-0.013748134475541064,-0.15798361413311696,-0.04957793181159601,-0.06366413259609209,-0.02555931638595382,-0.06976697906383215,-0.07915958618263527,-0.10085959104454838,-0.06372538744816532,-0.1380468947817435,-0.07838328916206697,-0.09245721325254012,-0.04470855391946645,-0.03711074756378542,-0.0776878414012886,-0.012628293853597568,-0.16372859488770752,-0.04816415101843253,-0.0624525491958228,-0.036843058773564474,-0.045130782244472055,0.1732361137095313,-0.03888684425617854,0.2511400828781638,-0.053556582205289645,0.06879449854703504,-0.05434690150777606,0.1591988975722913,-0.09882391497771705,0.012876715413871958,-0.026422335565863958,0.15373682417377385,0.07208677410301086,-0.0782224251336883
-0.013523437538940758,-0.11332548686279627,-0.02910849193376367,-0.037245893865791635,-0.0038609144257687905,-0.03532529399154056,-0.008432884275391137,-0.011494768342764177,-0.01690171888909717,0.13276471316045144,-0.03134293115385092,-0.006177834356663743,-0.023825447461877886,-0.04288616621670174,-0.008221788857333847,-0.026893001706503973,1.0,0.07168950658382633,-0.006149420720001233,0.19136378156209904,-0.01676681321444624,-0.055072045738040525,0.007978618074737452,-0.03704013631702526,-0.02411509647977741,-0.03699022412444933,-0.01983884885657008,-0.039657720541042295,-0.036246894764263154,-0.016148794689445127,0.0015004173493279541,-0.01695713795105197,0.0008751540833469128,-0.006548239609380243,-0.012941812386872127,-0.028583262705221022,-0.02361010978877113,-0.003450324403112145,-0.034112237068784336,-0.01900250761077983,-0.0343089408700229,-0.015035797927382168,-0.03557654277546887,-0.03342978504005896,-0.007058911493040578,-0.0020104720704637587,0.013886527278221423,-0.003124075525918996,-0.006460135961608008,-0.00019014239015504724,0.06349778898181124,0.0016184059829527696,0.013961941213221404,-0.0004587979193953317,-0.007727404895670133,-0.015641455722763056,-0.05454318488209516,-0.035724291416651136,-0.018373713972289596
0.0006512998952799787,-0.07623050391390451,-0.021602834640007403,-0.47338374211494344,0.5105947649986681,0.0737805073356803,0.515754898035648,0.05134544280621904,0.36599361910279954,-0.015130981474830212,0.3019288562345554,-0.026625280179715778,0.38309950292083067,-0.043006875794873306,0.47547839627337335,-0.08027044073003062,0.07168950658382633,1.0,0.08891760239838348,0.07119921689200935,0.4495445916465715,-0.040089255570363684,0.0700776019437962,0.25193717290590323,0.3698216238035263,0.2603603652061309,0.3570967001835453,0.18802275767314436,0.24370466828705858,0.39116430604027796,-0.07887932913046593,0.469847453903095,0.5950117893765472,0.5446774633555465,0.4104958426241501,0.34258953307342577,0.3862245217608801,0.5189577236578646,0.30167690451219237,0.47309129296319896,0.301758266066524,0.4147601468064075,0.25757027027470947,0.29225389253215434,0.496298612693101,0.42435291628057487,-0.012344061689947951,0.42382551088627607,-0.010516725394681086,0.4203370658805232,-0.01680733397789441,0.42870471306506025,-0.01595453996354386,0.4681784713273043,0.22730122611721576,0.3020317516791669,-0.028841011204208556,0.015666662104576064,0.44627901959201943
